report_id,report_type,timestamp,location,department,equipment,raw_text,cleaned_text,metadata,sif_label,hazard_category,severity,immediate_action,intervention,corrective_action,preventive_action,work_stopped
0c3c80f5-6dc2-4fa9-a99e-8e6d1d20f674,Unsafe Act,,Unit B,,Electrical Panel,"While working at Unit B, worker was at height without fall protection. Serious risk of fatal fall.","While working at Unit B, worker was at height without fall protection. Serious risk of fatal fall.",{},YES,Pressure,HIGH,reported to supervisor,,,,
abac7358-9509-4775-bf2b-fdb80cd762e7,Unsafe Act,,Unit A,,Heat Exchanger,Trip hazard due to loose cables near Heat Exchanger. Cables were immediately organized.,Trip hazard due to loose cables near Heat Exchanger. Cables were immediately organized.,{},NO,Confined Space,LOW,stopped work,supervisor intervened,cleaned up,retrained staff,True
c425d7a6-c487-4ca7-ae41-b4e8af847037,Unsafe Condition,,Unit B,,Compressor,Small oil spill near Compressor at Unit B. Cleaned up promptly.,Small oil spill near Compressor at Unit B. Cleaned up promptly.,{},NO,Pressure,MEDIUM,reported to supervisor,,,retrained staff,False
93791686-59ea-41c9-a6a8-939a5c50a427,Unsafe Condition,,Unit A,,Electrical Panel,Worker observed not wearing safety glasses at Unit A.,Worker observed not wearing safety glasses at Unit A.,{},NO,Pressure,MEDIUM,,supervisor intervened,replaced equipment,updated procedures,
2259785d-412d-438d-90fa-c0f23679a7aa,Unsafe Act,,Unit B,,Pump,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,{},NO,Electrical,MEDIUM,reported to supervisor,,cleaned up,,True
244a810c-9330-40f3-a049-ed4eb5acd046,Unsafe Act,,Unit A,,Pump,Worker observed not wearing safety glasses at Unit A.,Worker observed not wearing safety glasses at Unit A.,{},NO,Energy Isolation,LOW,reported to supervisor,supervisor intervened,cleaned up,retrained staff,
4ece4247-b5a2-45d4-a5b3-d86e8bc130cd,Unsafe Condition,,Refinery Sector 4,,Valve,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,{},NO,Electrical,MEDIUM,stopped work,,cleaned up,updated procedures,True
ed3e670a-099c-41d0-ae07-6168604ce02b,Unsafe Act,,Offshore Platform 1,,Pump,Line opened with residual pressure on the Pump. High-energy release narrowly missed the operator.,Line opened with residual pressure on the Pump. High-energy release narrowly missed the operator.,{},YES,Pressure,HIGH,reported to supervisor,supervisor intervened,cleaned up,updated procedures,False
93a84e76-ec7a-4fea-bcd7-0fe2c671445f,Unsafe Condition,,Refinery Sector 4,,Heat Exchanger,Worker observed not wearing safety glasses at Refinery Sector 4.,Worker observed not wearing safety glasses at Refinery Sector 4.,{},NO,Manual Handling,LOW,,supervisor intervened,,,False
75691c27-a5cc-40a9-ab22-1fa9910f22d7,Unsafe Act,,Refinery Sector 4,,Valve,Trip hazard due to loose cables near Valve. Cables were immediately organized.,Trip hazard due to loose cables near Valve. Cables were immediately organized.,{},NO,Electrical,MEDIUM,,supervisor intervened,replaced equipment,retrained staff,False
d3e984b5-fbe7-4418-9f42-b6f022aa5e92,Unsafe Act,,Unit A,,Compressor,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,{},NO,Working at Height,MEDIUM,stopped work,,,retrained staff,False
14dc7eb9-c10a-44d6-b7bd-f973b070e17b,Unsafe Condition,,Offshore Platform 1,,Heat Exchanger,Trip hazard due to loose cables near Heat Exchanger. Cables were immediately organized.,Trip hazard due to loose cables near Heat Exchanger. Cables were immediately organized.,{},NO,Confined Space,LOW,reported to supervisor,supervisor intervened,cleaned up,retrained staff,False
780a826d-493f-4005-b0d9-6cf1e8b18509,Unsafe Condition,,Offshore Platform 1,,Heat Exchanger,Trip hazard due to loose cables near Heat Exchanger. Cables were immediately organized.,Trip hazard due to loose cables near Heat Exchanger. Cables were immediately organized.,{},NO,Confined Space,LOW,reported to supervisor,supervisor intervened,cleaned up,retrained staff,False
4edef8e4-308b-4406-873b-e75735e7b097,Unsafe Condition,,Unit B,,Electrical Panel,<div><p>Trip hazard due to loose cables near Electrical Panel. Cables were immediately organized.</p></div>,Trip hazard due to loose cables near Electrical Panel. Cables were immediately organized.,{},NO,Electrical,LOW,,colleague intervened,replaced equipment,retrained staff,False
2732c45e-02c3-4d63-9250-7500f60bdbd2,Unsafe Condition,,Offshore Platform 1,,Compressor,Worker observed not wearing safety glasses at Offshore Platform 1.,Worker observed not wearing safety glasses at Offshore Platform 1.,{},NO,Slips/Trips,LOW,,supervisor intervened,,updated procedures,
f63c94c3-c80e-44a4-a336-9544b62fac66,Unsafe Condition,,Unit B,,Compressor,<div><p>Small oil spill near Compressor at Unit B. Cleaned up promptly.</p></div>,Small oil spill near Compressor at Unit B. Cleaned up promptly.,{},NO,Manual Handling,LOW,,colleague intervened,replaced equipment,updated procedures,True
526e2c6c-3e31-48d5-affc-a509b552d30f,Near Miss,,Offshore Platform 1,,Pump,Worker entered the confined space at Offshore Platform 1 without conducting a gas test. No standby person was present.,Worker entered the confined space at Offshore Platform 1 without conducting a gas test. No standby person was present.,{},YES,Working at Height,CRITICAL,stopped work,colleague intervened,cleaned up,,
0cbf2acf-1ab4-4fe0-a161-a4b13ff3a450,Unsafe Act,,Unit A,,Compressor,Worker observed not wearing safety glasses at Unit A.,Worker observed not wearing safety glasses at Unit A.,{},NO,Pressure,LOW,,,cleaned up,,True
0c63e2e9-ae49-4ee2-b752-6152f069dce1,Unsafe Act,,Unit A,,Electrical Panel,"During maintenance of the Electrical Panel at Unit A, the technician started work without isolating the equipment. The Electrical Panel was still energized.","During maintenance of the Electrical Panel at Unit A, the technician started work without isolating the equipment. The Electrical Panel was still energized.",{},YES,Working at Height,HIGH,reported to supervisor,,,updated procedures,True
d99b2bc7-60e9-49d7-bd52-561ac943637b,Unsafe Condition,,Refinery Sector 4,,Pump,Worker observed not wearing safety glasses at Refinery Sector 4.,Worker observed not wearing safety glasses at Refinery Sector 4.,{},NO,Electrical,LOW,reported to supervisor,supervisor intervened,cleaned up,updated procedures,False
c3b9cd25-6d38-45eb-88b9-dd59733da88c,Unsafe Condition,,Offshore Platform 1,,Pump,Trip hazard due to loose cables near Pump. Cables were immediately organized.,Trip hazard due to loose cables near Pump. Cables were immediately organized.,{},NO,Pressure,MEDIUM,reported to supervisor,,cleaned up,retrained staff,
a5a7cb10-3726-4b94-b5bf-a6a4f9746f7e,Unsafe Act,,Offshore Platform 1,,Pump,Worker observed not wearing safety glasses at Offshore Platform 1.,Worker observed not wearing safety glasses at Offshore Platform 1.,{},NO,Manual Handling,MEDIUM,,colleague intervened,cleaned up,retrained staff,
b8f5fc13-a15e-40df-ab36-b114d1008837,Unsafe Act,,Unit B,,Electrical Panel,Small oil spill near Electrical Panel at Unit B. Cleaned up promptly.,Small oil spill near Electrical Panel at Unit B. Cleaned up promptly.,{},NO,Pressure,MEDIUM,,supervisor intervened,cleaned up,retrained staff,False
9c42950d-2765-4dd4-81f3-815830993cd9,Unsafe Act,,Unit B,,Pump,Small oil spill near Pump at Unit B. Cleaned up promptly.,Small oil spill near Pump at Unit B. Cleaned up promptly.,{},NO,Pressure,LOW,stopped work,supervisor intervened,cleaned up,,
47108328-571e-4211-a7a0-4d9b7b7c2fa3,Unsafe Act,,Unit A,,Compressor,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,{},NO,Confined Space,LOW,reported to supervisor,,,,True
ba1fdf66-ff1e-42b8-acc3-536927b267fc,Unsafe Condition,,Unit B,,Valve,Worker observed not wearing safety glasses at Unit B.,Worker observed not wearing safety glasses at Unit B.,{},NO,Slips/Trips,LOW,stopped work,,replaced equipment,updated procedures,True
31336eab-ab07-4192-b535-8946981cb156,Unsafe Act,,Unit B,,Pump,Trip hazard due to loose cables near Pump. Cables were immediately organized.,Trip hazard due to loose cables near Pump. Cables were immediately organized.,{},NO,Electrical,MEDIUM,,colleague intervened,,,True
1c85079d-fe6b-4bc5-989f-9586ea2d2c06,Unsafe Act,,Unit B,,Compressor,Worker observed not wearing safety glasses at Unit B.,Worker observed not wearing safety glasses at Unit B.,{},NO,Slips/Trips,MEDIUM,reported to supervisor,supervisor intervened,cleaned up,,
8800d467-0575-4bd0-b9f5-ea8f3a52386a,Unsafe Act,,Unit A,,Compressor,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,{},NO,Manual Handling,MEDIUM,,colleague intervened,cleaned up,retrained staff,False
5ee29dec-5bec-475b-92e8-6711ef4efa2d,Unsafe Condition,,Unit A,,Heat Exchanger,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,{},NO,Pressure,LOW,reported to supervisor,supervisor intervened,,updated procedures,True
1ed290e3-7521-4333-808e-1f8f545c0288,Unsafe Condition,,Unit A,,Valve,Trip hazard due to loose cables near Valve. Cables were immediately organized.,Trip hazard due to loose cables near Valve. Cables were immediately organized.,{},NO,Slips/Trips,MEDIUM,stopped work,supervisor intervened,,,True
4742ebcb-c7be-4db9-a347-6e5320feb00d,Unsafe Condition,,Refinery Sector 4,,Compressor,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,{},NO,Working at Height,MEDIUM,,,cleaned up,retrained staff,True
e30fab39-7636-46db-8e05-9b03cfab8e55,Unsafe Act,,Unit A,,Compressor,Small oil spill near Compressor at Unit A. Cleaned up promptly.,Small oil spill near Compressor at Unit A. Cleaned up promptly.,{},NO,Pressure,LOW,,supervisor intervened,,retrained staff,True
4e36fe0d-28ed-413e-a437-291a6fca7299,Unsafe Act,,Unit A,,Compressor,Small oil spill near Compressor at Unit A. Cleaned up promptly.,Small oil spill near Compressor at Unit A. Cleaned up promptly.,{},NO,Pressure,LOW,,supervisor intervened,,retrained staff,True
1af96e26-431e-4fc3-99d9-fdcdf2ee0829,Unsafe Act,,Unit B,,Electrical Panel,Worker observed not wearing safety glasses at Unit B.,Worker observed not wearing safety glasses at Unit B.,{},NO,Pressure,MEDIUM,,supervisor intervened,cleaned up,,False
fde57c1f-850b-4c3b-bd43-c933e6b65c32,Unsafe Act,,Unit B,,Heat Exchanger,Worker observed not wearing safety glasses at Unit B.,Worker observed not wearing safety glasses at Unit B.,{},NO,Manual Handling,MEDIUM,stopped work,colleague intervened,replaced equipment,,
6f809983-7cf6-4892-a954-b43589a24505,Unsafe Condition,,Refinery Sector 4,,Compressor,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,{},NO,Slips/Trips,LOW,reported to supervisor,,cleaned up,,
50456fa5-1926-4be8-b6ee-c7ea7476c608,Unsafe Act,,Refinery Sector 4,,Electrical Panel,Trip hazard due to loose cables near Electrical Panel. Cables were immediately organized.,Trip hazard due to loose cables near Electrical Panel. Cables were immediately organized.,{},NO,Electrical,MEDIUM,,colleague intervened,replaced equipment,updated procedures,False
5f906533-66e0-4ec2-a8dc-7804d11523c7,Unsafe Condition,,Offshore Platform 1,,Heat Exchanger,Small oil spill near Heat Exchanger at Offshore Platform 1. Cleaned up promptly.,Small oil spill near Heat Exchanger at Offshore Platform 1. Cleaned up promptly.,{},NO,Confined Space,LOW,stopped work,colleague intervened,cleaned up,updated procedures,False
a0028296-c902-451c-b3b2-084a9dab56e5,Unsafe Condition,,Unit B,,Valve,Worker observed not wearing safety glasses at Unit B.,Worker observed not wearing safety glasses at Unit B.,{},NO,Working at Height,LOW,reported to supervisor,,,,False
2512781f-4569-454b-aa26-d414669e6715,Unsafe Act,,Unit A,,Compressor,Small oil spill near Compressor at Unit A. Cleaned up promptly.,Small oil spill near Compressor at Unit A. Cleaned up promptly.,{},NO,Working at Height,LOW,,supervisor intervened,replaced equipment,retrained staff,True
c8cb21fd-01ad-4620-8f8f-0ebaed623cfe,Unsafe Condition,,Offshore Platform 1,,Valve,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,{},NO,Slips/Trips,LOW,,,replaced equipment,retrained staff,
442fabd2-0777-40f4-9960-1b5546cb794e,Unsafe Condition,,Unit B,,Heat Exchanger,Trip hazard due to loose cables near Heat Exchanger. Cables were immediately organized.,Trip hazard due to loose cables near Heat Exchanger. Cables were immediately organized.,{},NO,Slips/Trips,LOW,reported to supervisor,colleague intervened,,updated procedures,
70e4d602-28ea-46d5-ada3-94c5cd313018,Unsafe Condition,,Unit B,,Heat Exchanger,Small oil spill near Heat Exchanger at Unit B. Cleaned up promptly.,Small oil spill near Heat Exchanger at Unit B. Cleaned up promptly.,{},NO,Energy Isolation,MEDIUM,,,cleaned up,,
36f1cdbf-679b-49d3-b112-7d67705c814a,Unsafe Act,,Unit B,,Compressor,Trip hazard due to loose cables near Compressor. Cables were immediately organized.,Trip hazard due to loose cables near Compressor. Cables were immediately organized.,{},NO,Pressure,MEDIUM,reported to supervisor,supervisor intervened,,,False
7414d918-b9d7-41f6-8c53-171a6e85f562,Unsafe Condition,,Unit A,,Compressor,Worker observed not wearing safety glasses at Unit A.,Worker observed not wearing safety glasses at Unit A.,{},NO,Manual Handling,LOW,,,cleaned up,,True
3c3ecbe9-c984-44f5-9826-21383aa9bee4,Unsafe Act,,Refinery Sector 4,,Valve,Small oil spill near Valve at Refinery Sector 4. Cleaned up promptly.,Small oil spill near Valve at Refinery Sector 4. Cleaned up promptly.,{},NO,Energy Isolation,LOW,,supervisor intervened,cleaned up,retrained staff,True
850d5041-8f69-4018-a1be-935c5bb9b6a8,Unsafe Condition,,Unit A,,Valve,Small oil spill near Valve at Unit A. Cleaned up promptly.,Small oil spill near Valve at Unit A. Cleaned up promptly.,{},NO,Manual Handling,MEDIUM,stopped work,,,,True
e934adb7-b01b-4237-abcd-4371e6caacf9,Unsafe Act,,Unit A,,Pump,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,{},NO,Energy Isolation,MEDIUM,reported to supervisor,supervisor intervened,cleaned up,retrained staff,True
160d93a4-d71a-419f-a6ec-37f6a511978d,Unsafe Act,,Unit A,,Compressor,Worker observed not wearing safety glasses at Unit A.,Worker observed not wearing safety glasses at Unit A.,{},NO,Pressure,MEDIUM,stopped work,,replaced equipment,,True
2d8e52f5-bef1-41a0-b76a-5b690a2418dc,Unsafe Condition,,Unit A,,Compressor,Small oil spill near Compressor at Unit A. Cleaned up promptly.,Small oil spill near Compressor at Unit A. Cleaned up promptly.,{},NO,Slips/Trips,LOW,stopped work,colleague intervened,cleaned up,updated procedures,False
03850382-0bac-449f-a134-40508d7ab951,Unsafe Condition,,Offshore Platform 1,,Valve,Small oil spill near Valve at Offshore Platform 1. Cleaned up promptly.,Small oil spill near Valve at Offshore Platform 1. Cleaned up promptly.,{},NO,Manual Handling,MEDIUM,,colleague intervened,cleaned up,updated procedures,False
943304e0-b26a-4f97-986d-612e880e150a,Unsafe Act,,Refinery Sector 4,,Compressor,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,{},NO,Manual Handling,MEDIUM,stopped work,supervisor intervened,cleaned up,,
ea34ecc8-ac04-4178-81d9-835975887e04,Unsafe Act,,Offshore Platform 1,,Pump,Worker observed not wearing safety glasses at Offshore Platform 1.,Worker observed not wearing safety glasses at Offshore Platform 1.,{},NO,Pressure,LOW,stopped work,supervisor intervened,,updated procedures,False
4f76798f-4005-4cfe-a21e-78767bb1372a,Unsafe Condition,,Unit B,,Compressor,Trip hazard due to loose cables near Compressor. Cables were immediately organized.,Trip hazard due to loose cables near Compressor. Cables were immediately organized.,{},NO,Confined Space,MEDIUM,stopped work,,replaced equipment,retrained staff,False
59aa8806-5b65-4e9a-88e4-190a2001718e,Unsafe Condition,,Unit B,,Heat Exchanger,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,{},NO,Confined Space,MEDIUM,,,cleaned up,,False
3f446ce7-f05b-42dd-892a-923beda2b551,Unsafe Act,,Unit A,,Compressor,Line opened with residual pressure on the Compressor. High-energy release narrowly missed the operator.,Line opened with residual pressure on the Compressor. High-energy release narrowly missed the operator.,{},YES,Pressure,HIGH,reported to supervisor,supervisor intervened,replaced equipment,,True
2504de26-a838-401b-b937-bc02ee8b728c,Unsafe Condition,,Refinery Sector 4,,Heat Exchanger,Worker observed not wearing safety glasses at Refinery Sector 4.,Worker observed not wearing safety glasses at Refinery Sector 4.,{},NO,Confined Space,MEDIUM,,colleague intervened,cleaned up,retrained staff,True
009668ca-9b3f-4288-9900-7eff23b041ea,Unsafe Condition,,Unit B,,Pump,Worker observed not wearing safety glasses at Unit B.,Worker observed not wearing safety glasses at Unit B.,{},NO,Slips/Trips,MEDIUM,stopped work,,,,False
a05cdfef-2785-4063-9a37-475271b779cf,Unsafe Condition,,Unit A,,Compressor,Trip hazard due to loose cables near Compressor. Cables were immediately organized.,Trip hazard due to loose cables near Compressor. Cables were immediately organized.,{},NO,Pressure,MEDIUM,stopped work,colleague intervened,cleaned up,,False
7df83037-c575-4e98-814a-8f3ce449d6f7,Unsafe Condition,,Unit A,,Compressor,Trip hazard due to loose cables near Compressor. Cables were immediately organized.,Trip hazard due to loose cables near Compressor. Cables were immediately organized.,{},NO,Pressure,MEDIUM,stopped work,colleague intervened,cleaned up,,False
ffb14a58-8d3d-44fc-98bb-624e291edeb6,Unsafe Act,,Unit A,,Valve,Worker observed not wearing safety glasses at Unit A.,Worker observed not wearing safety glasses at Unit A.,{},NO,Working at Height,MEDIUM,stopped work,supervisor intervened,replaced equipment,retrained staff,True
74a029c9-64b5-4b50-b971-2df926d9c8a8,Unsafe Condition,,Unit B,,Compressor,,,{},NO,Manual Handling,LOW,stopped work,supervisor intervened,cleaned up,updated procedures,False
59cf0b77-4a15-4510-a3b3-19cdd2bfb8df,Unsafe Act,,Unit B,,Electrical Panel,Trip hazard due to loose cables near Electrical Panel. Cables were immediately organized.,Trip hazard due to loose cables near Electrical Panel. Cables were immediately organized.,{},NO,Pressure,MEDIUM,reported to supervisor,supervisor intervened,replaced equipment,updated procedures,False
7789496c-d655-4d9f-aaad-c3f45384c058,Unsafe Act,,Refinery Sector 4,,Valve,Trip hazard due to loose cables near Valve. Cables were immediately organized.,Trip hazard due to loose cables near Valve. Cables were immediately organized.,{},NO,Manual Handling,MEDIUM,,colleague intervened,cleaned up,retrained staff,True
46b0f166-9d44-4eef-bd08-a64c41bb23b4,Unsafe Act,,Offshore Platform 1,,Valve,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,{},NO,Energy Isolation,LOW,,supervisor intervened,,,
8ca23841-c30e-493a-8ca2-ec7dd5073583,Unsafe Act,,Unit A,,Valve,"While working at Unit A, worker was at height without fall protection. Serious risk of fatal fall.","While working at Unit A, worker was at height without fall protection. Serious risk of fatal fall.",{},YES,Energy Isolation,CRITICAL,stopped work,,replaced equipment,retrained staff,
e010905b-abdd-448d-9050-8f34015b7918,Unsafe Condition,,Offshore Platform 1,,Heat Exchanger,Trip hazard due to loose cables near Heat Exchanger. Cables were immediately organized.,Trip hazard due to loose cables near Heat Exchanger. Cables were immediately organized.,{},NO,Slips/Trips,LOW,reported to supervisor,supervisor intervened,,retrained staff,True
f6647ea1-bd89-47da-9263-450f0685db40,Unsafe Condition,,Unit A,,Electrical Panel,Worker observed not wearing safety glasses at Unit A.,Worker observed not wearing safety glasses at Unit A.,{},NO,Electrical,MEDIUM,stopped work,supervisor intervened,cleaned up,,
beaa74df-5914-4c45-aedf-232cbc902765,Unsafe Condition,,Unit A,,Heat Exchanger,Trip hazard due to loose cables near Heat Exchanger. Cables were immediately organized.,Trip hazard due to loose cables near Heat Exchanger. Cables were immediately organized.,{},NO,Electrical,MEDIUM,reported to supervisor,colleague intervened,cleaned up,,
7091b38f-b9ba-48c5-9318-003821f67718,Unsafe Act,,Unit B,,Heat Exchanger,Worker observed not wearing safety glasses at Unit B.,Worker observed not wearing safety glasses at Unit B.,{},NO,Pressure,MEDIUM,stopped work,,,,False
9671caff-4fba-48e5-a8d4-aaa2b59f2e14,Unsafe Act,,Unit A,,Compressor,Small oil spill near Compressor at Unit A. Cleaned up promptly.,Small oil spill near Compressor at Unit A. Cleaned up promptly.,{},NO,Slips/Trips,LOW,stopped work,supervisor intervened,,retrained staff,False
e44526db-9f90-4221-9a3d-7b1725d66839,Unsafe Condition,,Refinery Sector 4,,Heat Exchanger,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,{},NO,Confined Space,LOW,reported to supervisor,colleague intervened,,,True
a22bf590-9a7f-4f0a-bcd2-c5ca7379b50e,Unsafe Act,,Refinery Sector 4,,Electrical Panel,Small oil spill near Electrical Panel at Refinery Sector 4. Cleaned up promptly.,Small oil spill near Electrical Panel at Refinery Sector 4. Cleaned up promptly.,{},NO,Confined Space,LOW,reported to supervisor,,cleaned up,,
809ac138-7acb-4430-b7e1-debf680040c3,Unsafe Condition,,Refinery Sector 4,,Valve,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,{},NO,Working at Height,MEDIUM,,supervisor intervened,,retrained staff,True
29b71d7a-700b-423d-a719-1a5c8ad1ecc0,Unsafe Act,,Unit A,,Compressor,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,{},NO,Working at Height,LOW,stopped work,,cleaned up,updated procedures,True
607d5501-7150-4443-8e26-b892a3bab3a0,Unsafe Act,,Offshore Platform 1,,Compressor,Worker observed not wearing safety glasses at Offshore Platform 1.,Worker observed not wearing safety glasses at Offshore Platform 1.,{},NO,Confined Space,LOW,reported to supervisor,colleague intervened,,updated procedures,True
ee0ea90b-51d0-4848-92c6-a59e31de58a2,Unsafe Act,,Refinery Sector 4,,Electrical Panel,Small oil spill near Electrical Panel at Refinery Sector 4. Cleaned up promptly.,Small oil spill near Electrical Panel at Refinery Sector 4. Cleaned up promptly.,{},NO,Working at Height,MEDIUM,,colleague intervened,replaced equipment,updated procedures,True
5c986444-0fc6-496b-9ee3-5cd258171b17,Unsafe Condition,,Offshore Platform 1,,Compressor,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,{},NO,Pressure,MEDIUM,stopped work,,cleaned up,retrained staff,True
4776adcf-cf27-4d28-bc04-8c50f20e1d91,Unsafe Condition,,Offshore Platform 1,,Compressor,Worker observed not wearing safety glasses at Offshore Platform 1.,Worker observed not wearing safety glasses at Offshore Platform 1.,{},NO,Energy Isolation,LOW,stopped work,supervisor intervened,replaced equipment,,
941ec318-415b-465e-bfef-3d4009f2ed3c,Unsafe Condition,,Refinery Sector 4,,Valve,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,{},NO,Slips/Trips,LOW,,,,updated procedures,False
39c285ef-e511-4a22-984d-e25093fdd881,Unsafe Condition,,Refinery Sector 4,,Heat Exchanger,Worker observed not wearing safety glasses at Refinery Sector 4.,Worker observed not wearing safety glasses at Refinery Sector 4.,{},NO,Pressure,LOW,stopped work,supervisor intervened,replaced equipment,retrained staff,False
3373e62f-abec-4c15-8a7d-d2dea7d7e386,Unsafe Condition,,Unit A,,Heat Exchanger,Trip hazard due to loose cables near Heat Exchanger. Cables were immediately organized.,Trip hazard due to loose cables near Heat Exchanger. Cables were immediately organized.,{},NO,Pressure,MEDIUM,reported to supervisor,supervisor intervened,replaced equipment,,
f54c3a39-41c2-4987-9e5a-4924ab721a7a,Unsafe Act,,Unit B,,Electrical Panel,Worker observed not wearing safety glasses at Unit B.,Worker observed not wearing safety glasses at Unit B.,{},NO,Slips/Trips,MEDIUM,stopped work,supervisor intervened,cleaned up,,False
ee13cb9c-0522-4a2b-8619-aaac4eb2e512,Unsafe Condition,,Unit B,,Pump,Trip hazard due to loose cables near Pump. Cables were immediately organized.,Trip hazard due to loose cables near Pump. Cables were immediately organized.,{},NO,Pressure,MEDIUM,,supervisor intervened,cleaned up,retrained staff,False
f480cf3c-2d43-42f8-8bbc-ef8f2f328fa0,Unsafe Act,,Refinery Sector 4,,Valve,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,{},NO,Manual Handling,LOW,,colleague intervened,cleaned up,updated procedures,False
6b9c2084-54f3-4c9b-82ee-e947643c9873,Unsafe Act,,Unit B,,Compressor,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,{},NO,Slips/Trips,MEDIUM,,,,retrained staff,True
1f0879ca-475a-428e-ada1-1d09a70f400e,Unsafe Condition,,Unit B,,Electrical Panel,Worker observed not wearing safety glasses at Unit B.,Worker observed not wearing safety glasses at Unit B.,{},NO,Working at Height,MEDIUM,stopped work,supervisor intervened,replaced equipment,retrained staff,
adb58e6e-d299-454a-bcb2-235916ae400b,Unsafe Condition,,Offshore Platform 1,,Heat Exchanger,Trip hazard due to loose cables near Heat Exchanger. Cables were immediately organized.,Trip hazard due to loose cables near Heat Exchanger. Cables were immediately organized.,{},NO,Pressure,LOW,,,,retrained staff,
b5f9ceba-271b-46c6-afc6-7639504afd63,Unsafe Condition,,Unit B,,Compressor,Trip hazard due to loose cables near Compressor. Cables were immediately organized.,Trip hazard due to loose cables near Compressor. Cables were immediately organized.,{},NO,Electrical,MEDIUM,,supervisor intervened,cleaned up,updated procedures,False
ca42732c-11a5-4401-ae2e-104eba342cdd,Unsafe Act,,Unit B,,Electrical Panel,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,{},NO,Electrical,LOW,,,cleaned up,updated procedures,True
fba70af9-3fee-4d4f-b8c2-01b38dcea526,Unsafe Act,,Refinery Sector 4,,Heat Exchanger,Worker observed not wearing safety glasses at Refinery Sector 4.,Worker observed not wearing safety glasses at Refinery Sector 4.,{},NO,Energy Isolation,LOW,stopped work,colleague intervened,replaced equipment,,True
0ced8eee-fa43-4fc0-8355-a834b7da6f98,Unsafe Act,,Refinery Sector 4,,Heat Exchanger,Small oil spill near Heat Exchanger at Refinery Sector 4. Cleaned up promptly.,Small oil spill near Heat Exchanger at Refinery Sector 4. Cleaned up promptly.,{},NO,Electrical,MEDIUM,reported to supervisor,colleague intervened,,,
16d4e98f-8b70-464f-a3fc-f6b7344f2c4f,Unsafe Act,,Unit B,,Heat Exchanger,Line opened with residual pressure on the Heat Exchanger. High-energy release narrowly missed the operator.,Line opened with residual pressure on the Heat Exchanger. High-energy release narrowly missed the operator.,{},YES,Working at Height,CRITICAL,stopped work,supervisor intervened,replaced equipment,,False
b7707398-e01f-49c9-a0fe-cdfb38134757,Unsafe Act,,Offshore Platform 1,,Electrical Panel,Worker observed not wearing safety glasses at Offshore Platform 1.,Worker observed not wearing safety glasses at Offshore Platform 1.,{},NO,Electrical,MEDIUM,reported to supervisor,colleague intervened,replaced equipment,,
2320ea05-283a-4f25-96ba-daa48a455985,Unsafe Act,,Refinery Sector 4,,Valve,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,{},NO,Confined Space,MEDIUM,stopped work,colleague intervened,cleaned up,retrained staff,True
